Formulario,nom_hum,reg_jur,asp,cat_manejo,nombre_asp,nom_cuenc,tipo_hum,clase_hum,nat_art,Perimetro_m,Area_Has
3186,NegraforraBoca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,2093.717632,10.00645889
3187,NegraforraBoca Brava Zacate - HNTS,Propiedad privada / En posesion,Parcialmente,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,444.4284307,0.9801220973
3188,NegraforraBoca Brava Zacate - HNTS,Propiedad privada / En posesion,Parcialmente,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,1401.37515,2.353340244
3189,NegraforraBoca Brava Zacate - HNTS,Propiedad privada / En posesion,Parcialmente,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,1858.30308,4.776104933
3190,NegraforraBoca Brava Zacate - HNTS,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Terraba,Estuarino,Manglar,Natural,848.9252239,4.59452825
3191,NegraforraBoca Brava Zacate - HNTS,Propiedad privada / En posesion,Parcialmente,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,2070.712005,4.609961402
3192,NegraforraBoca Brava Zacate - HNTS,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Terraba,Estuarino,Manglar,Natural,1542.834555,8.383870051
3193,NegraforraBoca Brava Zacate - HNTS,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Terraba,Estuarino,Manglar,Natural,738.4477678,2.70474456
3194,NegraforraBoca Brava Zacate - HNTS,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Terraba,Estuarino,Manglar,Natural,3061.909731,17.24305408
3195,NegraforraBoca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,1644.833134,3.574771931
3196,NegraforraBoca Brava Zacate - HNTS,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Peninsula de Osa,Estuarino,Manglar,Natural,525.8888525,1.527300795
3197,NegraforraBoca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,3518.850618,15.06004133
3198,NegraforraBoca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,851.9706668,2.291300199
3199,NegraforraBoca Brava Zacate - HNTS,Area Silvestre Protegida,Parcialmente,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,1352.39729,3.831337691
3200,NegraforraBoca Brava Zacate - HNTS,Area Silvestre Protegida,Parcialmente,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,2208.278089,12.51353098
4109,NegraforraBoca Brava Zacate - HNTS,Propiedad privada / En posesion,Parcialmente,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,692.6082286,2.582020375
3201,NegraforraBoca Brava Zacate - HNTS,Area Silvestre Protegida,Parcialmente,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,1991.555677,12.24829168
3202,NegraforraBoca Brava Zacate - HNTS,Area Silvestre Protegida,Parcialmente,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,1707.578329,5.154438418
3203,NegraforraBoca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,1309.632266,5.518421247
3204,NegraforraBoca Brava Zacate - HNTS,Area Silvestre Protegida,Parcialmente,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,17179.67802,106.2264538
3205,NegraforraBoca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,436.6561399,0.5947385805
3206,NegraforraBoca Brava Zacate - HNTS,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Peninsula de Osa,Estuarino,Manglar,Natural,590.5053351,1.174325413
3207,NegraforraBoca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,287.7799662,0.4143696531
3208,Manglar Boca Guarumal- HNTS 1,Area Silvestre Protegida,Parcialmente,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,79554.88611,1323.706294
3209,Manglar Boca Guarumal- HNTS 2,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,5006.399224,108.6418714
3210,Manglar Boca Guarumal- HNTS 3,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Peninsula de Osa,Estuarino,Manglar,Natural,922.5299983,4.651471126
3211,Manglar Boca Guarumal- HNTS  4,Area Silvestre Protegida,Parcialmente,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,1442.863217,6.756790812
3212,Manglar Boca Guarumal- HNTS  5,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Peninsula de Osa,Estuarino,Manglar,Natural,814.2407448,3.826746276
3213,Manglar Boca Guarumal- HNTS 6,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Peninsula de Osa,Estuarino,Manglar,Natural,752.9957845,3.141513379
3214,Manglar Boca Guarumal- HNTS  7,Propiedad privada / En posesion,Parcialmente,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,2015.644712,14.61230202
3215,Manglar Boca Guarumal- HNTS 8,Propiedad privada / En posesion,Parcialmente,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,506.1986701,0.9361163968
3216,Manglar Boca Guarumal- HNTS 9,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Peninsula de Osa,Estuarino,Manglar,Natural,998.9710679,2.727197953
3217,Manglar Boca Guarumal- HNTS 10,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Peninsula de Osa,Estuarino,Manglar,Natural,2360.823896,9.745357033
3218,Manglar Boca Guarumal- HNTS 11,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,55425.36592,669.4398767
3219,Manglar Boca Guarumal- HNTS 12,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,427.7372446,1.009319359
3220,Manglar Boca Guarumal- HNTS 13,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,10043.55349,78.19575271
3221,Manglar Boca Guarumal- HNTS 14,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,688.9665261,2.456768761
3222,Manglar Boca Guarumal- HNTS 15,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,10810.17921,40.17970292
3223,Manglar Boca Guarumal- HNTS 16,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,6279.607394,48.96135005
3224,Manglar Boca Guarumal- HNTS 17,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,2779.748863,22.79799488
3225,Manglar Boca Guarumal- HNTS 18,Area Silvestre Protegida,Parcialmente,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,1001.179362,6.819545588
3226,Manglar Boca Guarumal- HNTS 19,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,1552.568718,14.59918317
3227,Manglar Boca Guarumal- HNTS 20,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,581.1977359,2.337263648
3228,Manglar Boca Guarumal- HNTS 21,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,15548.21452,60.32386044
3229,Manglar Boca Guarumal- HNTS 22,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,944.1792233,3.007039122
3230,Manglar Boca Guarumal- HNTS 23,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,1051.63611,3.099741169
3231,Manglar Boca Guarumal- HNTS 24,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,334.4636591,0.6643835945
3232,Manglar Boca Guarumal- HNTS 25,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,1126.167788,2.728671784
3233,Manglar Boca Guarumal- HNTS 26,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,5598.457235,17.40074003
3718,Manglar Boca Guarumal- HNTS 27,Area Silvestre Protegida,Parcialmente,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,486.6041401,1.187155736
3234,Manglar Boca Guarumal- HNTS 28,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,941.8023803,1.207592556
3235,Manglar Boca Guarumal- HNTS 29,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,1267.638597,4.216047649
3236,Manglar Boca Guarumal- HNTS 30,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,786.274686,3.878820071
4423,Manglar Boca Guarumal- HNTS 31,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,596.3917908,1.932676715
3237,Manglar Boca Guarumal- HNTS 32,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,5699.732871,19.34390409
3238,Manglar Boca Guarumal- HNTS 33,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,838.9049833,2.732643989
3239,Manglar Boca Guarumal- HNTS 34,Propiedad privada / En posesion,Parcialmente,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,3613.710477,26.25898366
3240,Manglar Boca Guarumal- HNTS 35,Propiedad privada / En posesion,Parcialmente,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,1325.004631,4.30770009
3241,Manglar Boca Guarumal- HNTS 36,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Peninsula de Osa,Estuarino,Manglar,Natural,1023.088026,2.402682422
3242,Manglar Boca Guarumal- HNTS 37,Propiedad privada / En posesion,Parcialmente,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,3597.544803,7.928909467
3243,Manglar Boca Guarumal- HNTS 38,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Peninsula de Osa,Estuarino,Manglar,Natural,1189.11757,9.499341985
3244,Manglar Boca Guarumal- HNTS 39,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Peninsula de Osa,Estuarino,Manglar,Natural,1015.262868,5.885477756
3245,Manglar Boca Guarumal- HNTS 40,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Peninsula de Osa,Estuarino,Manglar,Natural,1306.065665,5.986899185
5366,Manglar Boca Guarumal- HNTS 41,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,7114.720238,42.03091266
3246,Manglar Boca Guarumal- HNTS 42,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,6385.843271,22.90454916
3247,Manglar Boca Guarumal- HNTS 43,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,3072.159073,22.85634219
3248,Manglar Boca Guarumal- HNTS 44,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,2312.126883,11.31163832
3249,Manglar Boca Guarumal- HNTS 45,Propiedad privada / En posesion,Parcialmente,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,688.385066,2.559025666
3250,Manglar Boca Guarumal- HNTS 46,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,1337.46907,6.087474288
3251,Manglar Boca Guarumal- HNTS 47,Propiedad privada / En posesion,Parcialmente,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,8765.986614,61.95943689
4147,Manglar Boca Guarumal- HNTS 48,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Peninsula de Osa,Estuarino,Manglar,Natural,498.1056905,1.489582985
3253,Manglar Boca Guarumal- HNTS 49,Propiedad privada / En posesion,Parcialmente,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,4365.651141,25.52855823
3254,Manglar Boca Guarumal- HNTS 50,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Peninsula de Osa,Estuarino,Manglar,Natural,12831.48374,47.55900303
3255,Sector Oriente Pantano Herbaceo,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,4115.678447,23.56639505
3256,Laguna Casa de los Buses,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Lacustre,Laguna,Artificial,33.59912999,0.004898539159
3257,Sector Oriente Pantano 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,234.6204321,0.2332257383
3258,Sector Oriente Pantano 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,223.1854619,0.225672928
3259,Humedal Finca Lomas,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,1232.735863,3.11261295
3260,Laguna Farih Picon 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Lacustre,Laguna,Artificial,107.2023067,0.08611220489
3261,Laguna Farih Picon 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Lacustre,Laguna,Artificial,31.59766136,0.005299254915
3262,Laguna Meandrica Finca Lomas 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Lacustre,Laguna,Natural,647.8002087,0.9217459189
3263,Laguna Meandrica Finca Lomas 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Lacustre,Laguna,Natural,317.9145365,0.4265511579
3264,Laguna Almendro 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Lacustre,Laguna,Natural,120.2577708,0.07679749181
3265,Laguna Almendro 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Lacustre,Laguna,Natural,70.11230143,0.02164313124
3266,Laguna Almendro 3,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Lacustre,Laguna,Natural,43.25769367,0.01340314083
3267,Laguna Almendro 4,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Lacustre,Laguna,Natural,323.3676281,0.2740545288
3268,Laguna Almendro 5,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Lacustre,Laguna,Natural,136.5118778,0.04380673196
3269,Laguna Almendro 6,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Lacustre,Laguna,Natural,97.97585863,0.04394119682
3270,Laguna Almendro 7,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Lacustre,Laguna,Natural,480.4112118,0.3803851764
3271,Laguna Almendro 8,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Lacustre,Laguna,Natural,135.3749359,0.09968443257
3272,Laguna Almendro 9,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Lacustre,Laguna,Natural,1079.271102,3.809694928
3273,Laguna Almendro 10,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Lacustre,Laguna,Natural,355.8003707,0.3810164081
3274,Laguna Almendro 11,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Lacustre,Laguna,Natural,307.132124,0.4060994167
3275,Laguna Almendro 12,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Lacustre,Laguna,Natural,421.0910392,0.8554904325
3276,Laguna Almendro 13,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Lacustre,Laguna,Natural,1056.627564,1.874679204
3277,Laguna Almendro 14,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Lacustre,Laguna,Natural,357.2350004,0.4544682166
3278,Laguna Almendro 15,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Lacustre,Laguna,Natural,1910.718846,2.808745233
3289,Laguna Almendro 16,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Lacustre,Laguna,Natural,767.5804663,0.5173354536
3280,Laguna Almendro 17,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Lacustre,Laguna,Natural,112.4378228,0.06268002515
3281,Laguna Almendro 18,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Lacustre,Laguna,Natural,365.7960717,0.4973845975
3282,Laguna Almendro 19,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Lacustre,Laguna,Natural,147.2952157,0.09426084086
3283,Pantano Almendro 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Palustre,Pantano herbaceo,Natural,6237.529509,33.69164984
3284,Pantano Almendro 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Palustre,Pantano herbaceo,Natural,7442.485434,77.84466495
3285,Pantano Almendro 3,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Palustre,Pantano herbaceo,Natural,805.4479889,2.90788879
3286,Pantano Almendro 4,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Palustre,Pantano herbaceo,Natural,450.2578856,1.107752041
3287,Pantano La Ultima Parada,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Palustre,Pantano herbaceo,Natural,2122.863516,6.262570511
3288,Pantano Los Angeles 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Palustre,Pantano herbaceo,Natural,1002.507002,0.7861949548
3289,Pantano Los Angeles 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Palustre,Pantano herbaceo,Natural,531.8387283,0.3305126003
3290,Los Angeles (Abrevadero),Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Palustre,Pantano herbaceo,Artificial,42.6733665,0.01181419434
3291,Pantano Copasa 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Palustre,Pantano herbaceo,Natural,406.3287931,0.2501500574
3292,Pantano Copasa 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Palustre,Pantano herbaceo,Natural,554.032656,0.4422465755
3293,Laguna Parcela El Labrador,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Lacustre,Laguna,Natural,35.64282221,0.006476276805
3294,Pantano Los Angeles 3,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Palustre,Pantano herbaceo,Natural,1230.643434,3.303389112
3295,Pantano Sector Irlanda 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Palustre,Pantano herbaceo,Natural,784.225982,1.553867209
3296,Pantano Sector Irlanda 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Palustre,Pantano herbaceo,Natural,509.1191878,1.660546976
3297,Pantano Sector Irlanda 3,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Palustre,Pantano herbaceo,Natural,478.7620194,0.7798554531
3298,Pantano Sector Irlanda 4,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Palustre,Pantano herbaceo,Natural,2158.81481,5.814380496
3299,Pantano Sector Irlanda 5,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Palustre,Pantano herbaceo,Natural,290.4835707,0.3347086105
3300,Pantano Sector Irlanda 6,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Palustre,Pantano herbaceo,Natural,397.6742627,0.3255867622
3301,Pantano Sector Irlanda 7,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Palustre,Pantano herbaceo,Natural,428.372579,0.5246192269
3302,Pantano Sector Irlanda 8,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Palustre,Pantano herbaceo,Natural,300.0160642,0.3741949169
3303,Laguna Los Naranjos,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Lacustre,Laguna,Artificial,212.5035055,0.2454943733
3304,Sector Santa Rosa (Limon),Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Palustre,Pantano herbaceo,Natural,491.6049698,0.6922195578
3305,Sector Santa Rosa (Cedro)1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Palustre,Pantano herbaceo,Natural,165.0672419,0.07831929952
3306,Sector Santa Rosa (Cedro)2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Palustre,Pantano herbaceo,Natural,209.0108247,0.1345870725
3307,Sector Camaroncito(Lagartillo),Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Palustre,Pantano herbaceo,Natural,376.0010101,0.4565573781
3308,Sector Camaroncito(Poro)1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Palustre,Pantano herbaceo,Natural,133.1033301,0.09061684465
3309,Sector Camaroncito(Poro)2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Palustre,Pantano herbaceo,Natural,576.6345279,0.4670185129
3310,Sector Camaroncito(Poro)3,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Reventazon - Parismina,Palustre,Pantano herbaceo,Natural,687.5974841,0.5565724732
