Formulario,nom_hum,Bosques,Charr_Taco,Sabanas,Reforest,Gan_Intens,Gan_Extens,Agricult,Tipo_Agr,Acuacult,Pesca,Moluscos,Extr_Recur,Infraestr,Turism_Com,Transp_Acu,Industria,Otros,IV,Shape_Area
,,0.5,0.3,0.3,0.1,-0.5,-0.2,-0.4,,0.1,0.1,-0.1,-0.3,-0.5,-0.1,-0.1,-0.2,,,
,,BO,CT,SA,RE,GI,GE,AG,,AC,PE,MO,EX,IN,TU,TR,ID,OT,,
8194,Laguna Las Nieves,0,0,0,0,0,0,1,Pina,0,0,0,0,1,0,0,0,,-0.90,21012.32392510000
8195,Pantano Las Nieves,0,0,0,0,0,1,1,Pina,0,0,0,0,1,0,0,0,,-1.10,28561.23785530000
8196,Buenos Aires 3,0,0,0,0,0,0,1,Pina,0,0,0,0,1,0,0,0,,-0.90,53896.86715430000
8197,Buenos Aires 4,0,0,0,0,0,0,1,Pina,0,0,0,0,1,0,0,0,,-0.90,28423.84098410000
8198,Buenos Aires 5,0,0,0,0,0,0,1,Pina,0,0,0,0,1,0,0,0,,-0.90,14787.21516380000
8199,Buenos Aires 6,0,0,0,0,0,1,1,Pina,0,0,0,0,1,0,0,0,,-1.10,133384.11998600000
8200,Buenos Aires 7,0,0,0,0,0,1,1,Pina,0,0,0,0,1,0,0,0,,-1.10,26403.32595400000
8201,Buenos Aires 8,0,0,0,0,0,1,1,Pina,0,0,0,0,1,0,0,0,,-1.10,307500.96796600000
8202,Buenos Aires 9,0,0,0,0,0,1,1,Pina,0,0,0,0,1,0,0,0,,-1.10,59679.81785240000
8203,Laguna Las Nieves 2,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0.00,4645.37487011000
8204,Laguna Las Nieves 3,0,0,0,0,0,0,1,Melina,0,0,0,0,1,0,0,0,,-0.90,1668.82317006000
8205,Laguna Las Pailas 1,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,1871.38217725000
8206,Laguna Las Pailas 2,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,5540.64378083000
8207,Palustre Pailas 1,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,4237.44438950000
8208,Palustre Pailas 2,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,3819.75422340000
8209,Buenos Aires 10,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,205702.36497200000
8210,Buenos Aires 11,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,1206.60069158000
8211,Bosque Anegado Llanos de Cano Negro,0,0,0,0,0,0,1,Pina,0,0,0,0,1,0,0,0,,-0.90,592945.39095900000
8212,Llanos de Cano Negro 1,1,0,0,0,0,0,1,Pina,0,0,0,0,0,0,0,0,,0.10,8834.44758890000
8213,Llanos de Cano Negro 2,1,0,0,0,0,0,1,Pina,0,0,0,0,0,0,0,0,,0.10,14028.09173060000
8214,Llanos de Cano Negro 3,1,0,0,0,0,0,1,Pina,0,0,0,0,0,0,0,0,,0.10,10242.32751570000
8215,Llanos de Cano Negro 4,1,0,0,0,0,0,1,Pina,0,0,0,0,0,0,0,0,,0.10,4660.17177685000
8216,Llanos de Cano Negro 5,1,0,0,0,0,0,1,Pina,0,0,0,0,0,0,0,0,,0.10,1865.35475824000
8217,Vasconia 1,0,0,0,0,0,0,1,Pina,0,0,0,0,1,0,0,0,,-0.90,125535.65546400000
8218,Vasconia 2,1,1,0,0,0,1,0,,0,0,0,0,1,0,0,0,,0.10,3772.68636810000
8219,Vasconia 3,1,1,0,0,0,1,0,,0,0,0,0,1,0,0,0,,0.10,168569.18869400000
8220,Vasconia 4,1,0,0,0,0,1,1,Pina,0,0,0,0,1,0,0,0,,-0.60,23724.84851580000
8221,Vasconia 5,1,0,0,0,0,1,1,Pina,0,0,0,0,1,0,0,0,,-0.60,201311.71457700000
8222,Vasconia 6,1,1,0,0,0,1,0,,0,0,0,0,1,0,0,0,,0.10,11871.03329690000
8223,Vasconia 7,1,1,0,0,0,1,0,,0,0,0,0,1,0,0,0,,0.10,21078.82372680000
8224,Via Bellavista 1,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,,-0.20,1086.89340203000
8225,Via Bellavista 2,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,,-0.20,790.21268839300
8226,Via Bellavista 3,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,,-0.20,4598.04428690000
8227,Laguna Betania 1,1,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,,0.30,24061.91660980000
8228,Laguna Betania 2,1,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,,0.30,7733.13100479000
8229,Vasconia 8,1,0,0,0,0,1,1,Palma africana,0,0,0,0,1,0,0,0,,-0.60,14947.59788710000
8230,Vasconia 9,1,0,0,0,0,1,1,Palma africana,0,0,0,0,1,0,0,0,,-0.60,548.23304444000
8231,San Jorge 2,0,0,0,0,0,1,1,"Pina, Cana de Azucar",0,0,0,0,1,0,0,0,,-1.10,475733.90446600000
8232,Pista Boca Arenal 1,0,0,0,0,0,0,1,Cana de Azucar,0,0,0,0,1,0,0,0,,-0.90,162653.12789100000
8233,Pista Boca Arenal 2,0,0,0,0,0,0,1,Cana de Azucar,0,0,0,0,1,0,0,0,,-0.90,183095.64340700000
8234,Pista Boca Arenal 3,0,0,0,0,0,0,1,Cana de Azucar,0,0,0,0,1,0,0,0,,-0.90,29818.54122150000
8235,Pista Boca Arenal 4,0,0,0,0,0,0,1,Cana de Azucar,0,0,0,0,1,0,0,0,,-0.90,45000.28648590000
8236,El Zancudo 1,0,0,0,0,0,0,1,Yuca,0,0,0,0,1,1,0,0,,-1.00,2852.43011993000
8237,El Zancudo 2,0,0,0,0,0,0,1,Yuca,0,0,0,0,1,1,0,0,,-1.00,6101.02193502000
8238,El Zancudo 3,0,0,0,0,0,0,1,Yuca,0,0,0,0,1,1,0,0,,-1.00,22223.83675760000
8239,Cuatro Esquinas 1,0,0,0,0,0,0,1,Yuca,0,0,0,0,1,0,0,0,,-0.90,2860.23116477000
8240,Laguna Bolunga 1,0,0,0,0,0,0,1,Pina,0,1,0,0,0,0,0,0,,-0.30,12099.42235780000
8241,Palustre Bolunga 1,0,0,0,0,0,0,1,Pina,0,0,0,0,0,0,0,0,,-0.40,5542.30675652000
8242,Laguna Bolunga 2,0,0,0,0,0,0,1,Pina,0,1,0,0,0,0,0,0,,-0.30,34982.45394130000
8243,Palustre Bolunga 2,0,0,0,0,0,0,1,Pina,0,0,0,0,0,0,0,0,,-0.40,23081.61047180000
8244,Palustre Bolunga 3,0,0,0,0,0,1,1,Pina,0,0,0,0,1,0,0,0,,-1.10,13312.78004040000
8245,Cuatro Esquinas 2,0,0,0,0,0,0,1,Yuca,0,0,0,0,1,0,0,0,,-0.90,2331.80980126000
8246,Palustre El Carmen,0,0,0,0,0,1,1,Yuca,0,0,0,0,1,0,0,0,,-1.10,9649.26583993000
8247,Laguna El Carmen,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,2937.11253410000
8248,Saino 1,0,0,0,0,0,1,1,"Malanga, Cana de Azucar, Pina",0,0,0,0,1,0,0,0,,-1.10,30546.37865790000
8249,Saino 2,0,0,0,0,0,1,1,"Malanga, Cana de Azucar, Pina",0,0,0,0,1,0,0,0,,-1.10,26195.29577870000
8250,Saino 3,0,0,0,0,0,1,1,Pina,0,0,0,0,0,0,0,0,,-0.60,1095.35344472000
8251,Saino 4,0,0,0,0,0,1,1,Pina,0,0,0,0,1,0,0,0,,-1.10,9992.14364363000
8252,Saino 5,1,0,0,0,0,0,1,"Botarrama, Melina",0,0,0,0,1,0,0,0,,-0.40,17821.98647790000
8253,Saino 6,1,0,0,0,0,0,1,"Botarrama, Melina",0,0,0,0,1,0,0,0,,-0.40,36112.06486490000
8254,Saino 7,1,0,0,0,0,1,1,Laurel,0,0,0,0,1,0,0,0,,-0.60,28240.98674580000
8255,Saino 8,1,0,0,0,0,1,1,Laurel,0,0,0,0,1,0,0,0,,-0.60,23770.83614200000
8256,Saino 9,1,0,0,0,0,1,1,Laurel,0,0,0,0,1,0,0,0,,-0.60,471.27218209700
8257,Cruce La Palma 1,0,0,0,0,0,0,1,"Yuca, Pina",0,0,0,0,0,0,0,0,,-0.40,2910.75120396000
8258,Cruce La Palma 2,0,0,0,0,0,0,1,"Yuca, Pina",0,0,0,0,1,0,0,0,,-0.90,3717.10793142000
8259,Cruce La Palma 3,0,0,0,0,0,0,1,"Yuca, Pina",0,0,0,0,1,0,0,0,,-0.90,77112.49259420000
8260,La Cabra 1,1,0,0,0,0,1,1,Pina,0,0,0,0,1,0,0,0,,-0.60,5877.30821370000
8261,La Cabra 2,1,0,0,0,0,1,1,Pina,0,0,0,0,1,0,0,0,,-0.60,22658.23420390000
8262,La Cabra 3,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,6006.39667140000
8263,La Cabra 4,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,16966.33720940000
8264,La Cabra 5,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,15175.49620400000
8265,La Cabra 6,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,13893.04879500000
8266,La Cabra 7,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,66463.54400140000
8267,La Cabra 8,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,26210.60500570000
8268,La Cabra 9,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,10083.50559870000
8269,Humedal Anateri 1,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,1086.40426679000
8270,Humedal Anateri 2,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,1050.86843519000
8271,Humedal Anateri 3,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,131.99013693200
8272,Humedal Anateri 4,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,301.06915692400
8273,Humedal Anateri 5,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,,-0.20,525.92086983900
8274,Humedal La Pena 1,0,0,0,0,0,0,1,Arracache,0,0,0,0,1,0,0,0,,-0.90,339.69189268100
8275,Humedal La Pena 2,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,340.46100071800
8276,Estanque La Pena 1,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,127.75905099300
8277,Estanque La Pena 2,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,252.94652908800
8278,Estanque La Pena 3,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,172.93510211500
8279,Estanque La Pena 4,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,370.47575558700
8280,Estanque La Pena 5,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,264.65026669700
8281,Estanque Palmira 1,0,0,0,0,0,0,0,,1,0,0,0,1,1,0,0,,-0.50,319.07864969200
8282,Estanque Palmira 2,0,0,0,0,0,0,0,,1,0,0,0,1,1,0,0,,-0.50,68.97697025550
8283,Estanque Palmira 3,0,0,0,0,0,0,0,,1,0,0,0,1,1,0,0,,-0.50,37.76443027290
8284,Estanque Palmira 4,0,0,0,0,0,0,0,,1,0,0,0,1,1,0,0,,-0.50,24.49014765050
8285,Laguna Zarcero Cerro 1 (1),1,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,,0.30,1184.02460896000
8286,Laguna Zarcero Cerro 1 (2),1,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,,0.30,670.17340422200
8287,Pantano Cerro 7 (1),1,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,,0.30,555.38278056700
8288,Pantano Cerro 7 (2),1,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,,0.30,998.89129865100
8289,Pantano Cerro 7 (3),1,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,,0.30,164.19581214200
8290,Pantano Cerro 7 (4),1,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,,0.30,303.22684043000
8291,Laguna Entra Cerro 7,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,988.67485472300
8292,Represa Hidrielectrica Losko,1,0,0,1,0,0,1,Jaul,0,0,0,0,1,0,0,0,,-0.30,3597.81590681000
8293,Pantano Rio Segundo 1,1,0,0,1,0,1,1,Jaul,0,0,0,0,0,0,0,0,,0.00,1493.43528054000
8294,Laguna Rio Segundo,1,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,,0.30,510.94190210000
8295,Humedal Perez,1,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,,0.30,1439.78607554000
8296,Pantano Finca Flores,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0.00,10996.34175170000
8297,Laguna Finca Villa Nelly,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,,-0.60,117.48989187200
8298,Estanque Valle de Trucha,1,0,0,0,0,0,0,,1,0,0,0,1,1,0,0,,0.00,19.44389954070
8299,Humedal Bajos del Toro,0,0,0,0,0,0,1,Horticultura,0,0,0,0,1,0,0,0,,-0.90,194.19102878400
8300,Laguna Cimarrona (Salas),0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0.30,25.43780928820
8301,Cimarrona,1,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0.80,4005.63883519000
8302,Estanque Truchas Cimarron 1,0,0,0,0,0,0,0,,1,0,0,0,1,1,0,0,,-0.50,597.87917706500
8303,Estanque Truchas Cimarron 2,0,0,0,0,0,0,0,,1,0,0,0,1,1,0,0,,-0.50,194.71354603100
8304,Estanque Truchas Cimarron 3,0,0,0,0,0,0,0,,1,0,0,0,1,1,0,0,,-0.50,40.21027785310
8305,Estanque Truchas Cimarron 4,0,0,0,0,0,0,0,,1,0,0,0,1,1,0,0,,-0.50,32.30927077890
8306,Estanque Truchas Cimarron 5,0,0,0,0,0,0,0,,1,0,0,0,1,1,0,0,,-0.50,108.38327637900
8307,Estanque  Agroturismo Nene 1,0,0,0,0,0,0,0,,1,0,0,0,0,1,0,0,,0.00,1110.20335046000
8308,Estanque  Agroturismo Nene 2,0,0,0,0,0,0,0,,1,0,0,0,0,1,0,0,,0.00,76.05863311480
8309,Estanque  Agroturismo Nene 3,0,0,0,0,0,0,0,,1,0,0,0,0,1,0,0,,0.00,295.25135373100
8310,Estanque  Agroturismo Nene 4,0,0,0,0,0,0,0,,1,0,0,0,0,1,0,0,,0.00,388.66535308800
8311,Estanque  Agroturismo Nene 5,0,0,0,0,0,0,0,,1,0,0,0,0,1,0,0,,0.00,25.01768403200
8312,Estanque  Agroturismo Nene 6,0,0,0,0,0,0,0,,1,0,0,0,0,1,0,0,,0.00,48.85802182910
8313,Estanque  Agroturismo Nene 7,0,0,0,0,0,0,0,,1,0,0,0,0,1,0,0,,0.00,43.95192716280
8314,Estanque  Agroturismo Nene 8,0,0,0,0,0,0,0,,1,0,0,0,0,1,0,0,,0.00,141.98063072400
8315,Estanque  Agroturismo Nene 9,0,0,0,0,0,0,0,,1,0,0,0,0,1,0,0,,0.00,97.23716694040
8316,Estanque  Agroturismo Nene 10,0,0,0,0,0,0,0,,1,0,0,0,0,1,0,0,,0.00,235.70789661800
8317,Estanque  Agroturismo Nene 11,0,0,0,0,0,0,0,,1,0,0,0,0,1,0,0,,0.00,319.06422367900
8318,Estanque Hotel El Silencio 1,1,0,0,0,0,0,0,,1,0,0,0,1,1,0,0,,0.00,18.13377260830
8319,Estanque Hotel El Silencio 2,1,0,0,0,0,0,0,,1,0,0,0,1,1,0,0,,0.00,17.78665867960
8320,Estanque Hotel El Silencio 3,1,0,0,0,0,0,0,,1,0,0,0,1,1,0,0,,0.00,85.26353161070
8321,Palustre Hotel El Silencio,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,718.91272542900
8322,Estanque Trcuchas Yiye 1,1,1,0,0,0,0,0,,1,0,0,0,1,1,0,0,,0.30,45.50298434220
8323,Estanque Trcuchas Yiye 2,1,1,0,0,0,0,0,,1,0,0,0,1,1,0,0,,0.30,30.38180871690
8324,Estanque Trcuchas Yiye 3,1,1,0,0,0,0,0,,1,0,0,0,1,1,0,0,,0.30,18.79641672250
8325,Coope Bajos del Toro,1,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,,-0.10,18.54238088870
8326,Pantano Finca Alfaro,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,14590.73737910000
8327,Pantano Finca Meno,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,2043.06736830000
8328,Humedal Palmira,0,0,0,0,0,1,1,Flores,0,0,0,0,1,0,0,0,,-1.10,953.18678185700
8329,Humedal Calle La Maquina,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,1583.00259228000
8330,Pantano El Empalado 1,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0.00,158.27290250500
8331,Pantano El Empalado 2,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0.00,931.25177431300
8332,Pantano El Empalado 3,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0.00,292.80163809700
8333,Laguna Rio Estrella,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0.50,22308.30466220000
8334,Pantano El Empalado 4,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0.00,2887.96939292000
8335,Sector Rio Agrio 1,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,4257.16008232000
8336,Pantano Sector Rio Agrio,0,1,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.40,1894.94419739000
8337,Palustre Rio Agrio 1,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,3056.40164398000
8338,Palustre Rio Agrio 2,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,3465.07791487000
8339,Pantano Palmera 1,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,602.43124014500
8340,Pantano Palmera 2,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,2053.61380093000
8341,Pantano Palmera 3,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,1324.51916583000
8342,Pantano Palmera 4,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,1593.29268880000
8343,Laguna Oxidacion Palmera 1,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,-0.50,2784.45296571000
8344,Laguna Oxidacion Palmera 2,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,-0.50,945.93116940300
8345,Laguna Oxidacion Palmera 3,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,-0.50,1288.75470164000
8346,Laguna Oxidacion Palmera 4,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,-0.50,552.13002798900
8347,Embalse Toro 2,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0.00,50037.45591680000
8348,Captacion Toro 2,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0.00,6660.45042448000
8349,Pantano Marsella,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,529.81405820800
8350,Pantano Marsella 1,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,815.97086756400
8351,Entreda Recreo Verde 1,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,489.53660257000
8352,Entreda Recreo Verde 2,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,843.31897057300
8353,Pantano La Tabla 1,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,1948.64490463000
8354,Pantano La Tabla 2,0,0,0,0,0,1,1,Pina,0,0,0,0,1,0,0,0,,-1.10,4795.56594318000
8355,Pantano La Tabla 3,0,0,0,0,0,1,1,Pina,0,0,0,0,1,0,0,0,,-1.10,3270.16243489000
8356,Tremedal 1,0,0,0,0,0,1,1,Pina,0,0,0,0,0,0,0,0,,-0.60,725.56925726800
8357,Tremedal 2,0,0,0,0,0,1,1,Pina,0,0,0,0,0,0,0,0,,-0.60,243.38509790300
8358,Laguna Teresa 1,0,0,0,0,0,1,1,Pina,0,0,0,0,1,0,0,0,,-1.10,11948.82238970000
8359,Laguna Teresa 2,0,0,0,0,0,1,1,Pina,0,0,0,0,1,0,0,0,,-1.10,40184.51776270000
8360,Pantano Teresa 1,1,0,0,0,0,0,1,Pina,0,0,0,0,1,0,0,0,,-0.40,2377.31950654000
8361,Pantano Teresa 2,1,0,0,0,0,0,1,Pina,0,0,0,0,1,0,0,0,,-0.40,471.76138784900
8362,Laguna Tremedal,0,0,0,0,0,1,1,Pina,0,0,0,0,1,0,0,0,,-1.10,5430.39126092000
8363,Laguna Oxidacion Tremedal 1,0,0,0,0,0,1,1,Pina,0,0,0,0,1,0,0,0,,-1.10,1684.14983143000
8364,Laguna Oxidacion Tremedal 2,0,0,0,0,0,1,1,Pina,0,0,0,0,1,0,0,0,,-1.10,481.21631927400
8365,Laguna Oxidacion Tremedal 3,0,0,0,0,0,1,1,Pina,0,0,0,0,1,0,0,0,,-1.10,1730.75977555000
8366,Laguna Oxidacion Tremedal 4,0,0,0,0,0,1,1,Pina,0,0,0,0,1,0,0,0,,-1.10,2080.09848168000
8367,Laguna Oxidacion Tremedal 5,0,0,0,0,0,1,1,Pina,0,0,0,0,1,0,0,0,,-1.10,1084.99305227000
8368,Laguna Oxidacion Tremedal 6,0,0,0,0,0,1,1,Pina,0,0,0,0,1,0,0,0,,-1.10,1587.69774704000
8369,Laguna Oxidacion Tremedal 7,0,0,0,0,0,1,1,Pina,0,0,0,0,1,0,0,0,,-1.10,2285.51400347000
8370,Pantano San Cayetano,0,0,0,0,0,1,1,Pina,0,0,0,0,1,0,0,0,,-1.10,4836.34222735000
8371,La Olla,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,4534.61675293000
8372,Laguna La Paila,0,0,0,0,0,1,0,,1,0,0,0,1,0,0,0,,-0.60,29.26220008860
8373,La Paila 1,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,576.18510145100
8374,La Paila 2,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,625.85149857900
8375,Hidroelectrica Venecia,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,8521.98375515000
8376,Pueblo Viejo Arriba,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,4944.51911203000
8377,Pueblo Viejo 1,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,733.98420921100
8378,Pueblo Viejo 2,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,114.98702766400
8379,Los Alpes 1,0,0,0,0,0,0,0,,1,0,0,0,1,0,0,0,,-0.40,289.69564306000
8380,Los Alpes 2,0,0,0,0,0,0,0,,1,0,0,0,1,0,0,0,,-0.40,201.99386689800
8381,Los Alpes 3,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,4695.15408805000
8382,Estanque La Union 1,0,0,0,0,0,1,0,,1,0,0,0,1,0,0,0,,-0.60,387.12596847700
8383,Estanque La Union 2,0,0,0,0,0,1,0,,1,0,0,0,1,0,0,0,,-0.60,138.60946687600
8384,Pantano La Union 1,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,1536.88133220000
8385,Pantano La Union 2,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,907.54091961600
8386,Laguna La Union,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,551.65865649800
8387,Las Negritas 1,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,3576.36040412000
8388,Las Negritas 2,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,843.50161540000
8389,Las Negritas 3,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,1059.23431722000
8390,Pantano Aguas Zarcas,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,-0.50,847.93129232300
8391,Represa Hidroelectrica Pirris,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0.00,951342.55450100000
8392,Pantano Alto San Juan,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,761.15762170100
8393,Laguna Santa Rosa,0,0,0,0,0,0,1,Cafe,0,0,0,0,1,0,0,0,,-0.90,270.15214137200
8394,Laguna Jardin,0,0,0,0,0,1,0,,1,0,0,0,1,0,0,0,,-0.60,287.15872543700
8395,Laguna Cementerio Jardin,1,0,0,1,0,0,1,Mora,0,0,0,0,1,0,0,0,,-0.30,1198.54202918000
8396,Laguna Osvaldo Duran,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0.00,2697.80089328000
8397,Laguna Mirador El Jardin,1,0,0,0,0,0,0,,1,0,0,0,1,1,0,0,,0.00,369.01583153500
8398,Laguna Figueres,0,0,0,1,0,0,0,,0,0,0,0,1,0,0,0,,-0.40,4199.91582081000
8399,Humedal Quebradilla 1,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,15746.05020400000
8400,Humedal Quebradilla 2,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,3647.24730529000
8401,Laguna Don Manuel,1,0,0,1,0,0,0,,0,0,0,0,1,1,0,0,,0.00,28115.68903380000
8402,Pantano Tanque Monte Cristo,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,1295.26014787000
8403,Pantano San Bosco 1,0,0,0,1,1,0,0,,0,0,0,0,1,0,0,0,,-0.90,2973.28155380000
8404,Pantano San Bosco 2,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,3605.04946380000
8405,Pantano San Bosco 3,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,409.65323200300
8406,Pantano Garabito,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,9052.74587412000
8407,Laguna San Bosco 1,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,1084.74184372000
8408,Laguna San Bosco 2,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,1460.36258068000
8409,Laguna San Bosco 3,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,1418.52411946000
8410,Pantano Tres ASADAS Garabito 1,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0.00,3374.39861881000
8411,Pantano Tres ASADAS Garabito 2,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0.00,2281.44073513000
8412,Pantano Tres ASADAS Garabito 3,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0.00,382.66211252600
8413,Pantano Tres ASADAS Garabito 4,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0.00,588.17954060400
8414,Pantano Greivin,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,1164.07267125000
8415,Tilapiera Soto 1,1,0,0,0,0,1,0,,1,0,0,0,1,0,0,0,,-0.10,1864.80246668000
8416,Tilapiera Soto 2,1,0,0,0,0,1,0,,1,0,0,0,1,0,0,0,,-0.10,1547.40809983000
8417,Tilapiera Soto 3,1,0,0,0,0,1,0,,1,0,0,0,1,0,0,0,,-0.10,295.06919385300
8418,Tilapiera Soto 4,1,0,0,0,0,1,0,,1,0,0,0,1,0,0,0,,-0.10,424.75304122000
