Formulario,Name,AREA,PERIMETER,BE,RE,PR,DR,GP,PI,SE,AR,SD,CO,CL,CU,FQ,IBE,IA,IT,IA,TW,ST,INDEX,INDEX,XX
164,Camaronera Rodrigo Zamora,367427.9209,3104.069956,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,2437.084493,571.490695,0,152.3177808,0.0581386962
165,Camaronera Alberto Barrantes,103514.4395,1328.066969,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,6304.403598,413.892222,0,394.0252249,0.1503968396
166,Camaronera E Villalobos,82830.58652,1434.149962,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,6595.032299,113.966821,0,412.1895187,0.1573300312
167,Camaronera Jorge Cubero,35386.49432,770.557911,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,7028.254934,41.440441,0,439.2659334,0.1676649208
168,Camaronera Jose Delgado,136437.1906,1929.943846,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,7329.043814,48.38381,0,458.0652384,0.174840492
169,Camaronera y salinera JSheridan,240291.8726,2974.218077,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,7698.835634,355.382288,0,481.1772271,0.1836621862
170,Camaronera y salinera A Barrantes,74548.18058,1561.004647,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,8405.429811,521.062663,0,525.3393632,0.2005185834
171,Camaronera P Rodriguez,90556.23742,1207.960122,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,9080.94706,434.0915,0,567.5591913,0.2166336144
172,Camaronera D Rodriguez,22999.85211,824.746617,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,10135.14588,428.032255,0,633.4466173,0.241782412
173,Camaronera E Masis,71623.12606,1117.117283,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,10274.96317,142.423118,0,642.1851983,0.245117871
174,Camaronera A Alvarado (Chino),32790.80782,741.956297,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,11075.73486,333.88116,0,692.2334287,0.2642209517
175,Camaronera Anita Valencia,81442.52298,1496.910893,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,11214.33293,322.653065,0,700.8958081,0.267527325
176,Camaronera A Rodriguez (Pochote),55831.02899,1141.642236,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,11726.02881,331.039312,0,732.8768009,0.2797342599
177,Camaronera y salinera R Rodriguez,58596.66437,1098.674645,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,11782.00098,243.30413,0,736.375061,0.2810695228
178,Camaronera A Rodriguez,255499.5194,2351.784922,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,11521.74875,659.358276,0,720.1092966,0.2748609873
179,Camaroneras Los Chumino,382020.1775,3289.172738,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,10695.41943,1135.383295,0,668.4637143,0.2551482079
180,Camaronera R Gonzalez,173281.5995,1923.217957,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,10381.20427,1731.990753,0,648.8252669,0.2476523416
181,Camaronera A Rodriguez,71691.59414,1094.045525,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,10162.28932,2218.530272,0,635.1430828,0.2424299418
182,Camaronera Jose Chavarria,161495.6235,1798.556966,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,9640.577706,2380.614582,0,602.5361066,0.2299840732
183,Camaronera G Acon (Sapira),370798.5216,2672.40258,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,8226.99808,2990.003843,0,514.18738,0.1962619447
184,Camaronera Tadeo Santa Maria,59009.55484,979.883997,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,1200.933565,416.649103,0,75.05834781,0.02864927822
185,Camaronera Inversiones M y G,235763.0589,2330.161566,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,1102.124156,524.038599,0,68.88275975,0.02629209683
186,Camaronera y salinera J de la Cruz,50780.2291,1137.52702,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,10837.69337,242.829468,0,677.3558357,0.2585422722
187,Dinia Ramirez,4817.248351,378.994208,0,0,0,1,1,0,0,0,1,1,0,0,0,0,-0.44,-0.44,-0.055,9367.288064,137.765893,226.6883711,0,0
188,El Mango,664.747317,102.649609,0,0,0,0,0,0,0,1,1,1,0,0,0,0,-0.22,-0.22,-0.0275,10953.74828,451.629744,66.27017708,0,0
189,La Gilda,184982.458,2639.499745,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.11,-0.11,-0.01375,5740.986735,1757.17153,8.683242437,0,0
190,Rio Canas 1,4064044.711,11444.75398,0,0,0,0,1,1,0,0,1,0,0,0,0,0,-0.33,-0.33,-0.04125,6335.736278,133.193169,86.24521008,0,0
191,Laguna Rio Canas (San Francisco),372636.8387,3057.1694,0,0,0,1,0,0,0,0,1,0,1,1,0,0,-0.44,-0.44,-0.055,4696.266089,493.367324,113.6496394,0,0
192,Hatillo,1164236.182,5329.3511,0,0,0,0,1,1,1,0,1,0,0,0,0,0,-0.44,-0.44,-0.055,6495.931715,462.830866,157.2015475,0,0
193,Laguna Balsitas,3521.157978,244.319887,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,12080.5162,10274.54269,0,0,0
194,Rio Canas 2,7182613.054,7329.177356,0,0,0,0,1,1,0,0,1,0,0,0,0,0,-0.33,-0.33,-0.04125,4329.796946,136.299021,58.93936093,0,0
195,Manzanillo,4353.608322,342.53665,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.11,0.89,0.11125,11235.11947,3171.81482,-137.4897746,702.1949671,0.2680232055
196,Las Manchas,3015.114484,217.594633,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,6026.2998,1529.450792,0,0,0
197,Laguna Perro,4752.137186,324.326007,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,8451.594145,4500.943829,0,0,0
198,Caletas,2907613.03,15524.64194,0,0,0,1,1,1,0,1,1,0,1,1,1,0,-0.77,-0.77,-0.09625,12034.93519,641.989727,891.939134,0,0
199,Caletas 2,22927.81283,1108.534845,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-0.33,-0.33,-0.04125,11794.88902,1086.426878,160.5579268,0,0
200,Arrozal El Bongo,193014.0613,2347.650382,0,0,0,0,0,0,0,1,1,1,0,1,0,0,-0.33,-0.33,-0.04125,13009.27095,11.945466,177.0887008,0,0
201,Quebrada de Nando,21577.38865,681.390597,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,14684.47367,8.219709,0,0,0
202,El Bongo 2,35309.66885,916.360424,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,14864.99962,95.952463,0,0,0
203,Mid West Teak,410750.7567,5719.554189,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,14390.22633,387.912229,0,0,0
204,Mid West Teak 2,4287.836878,256.627449,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,14765.16598,1295.821233,22.33231354,0,0
205,Mid West Teak 3,1498.627259,194.306135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,14626.1364,1148.03183,22.1220313,0,0
206,El Bongo 3,22469.37292,1065.294783,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.11,0.89,0.11125,14727.93225,1497.275843,-180.2330709,920.4957655,0.351347186
207,El Bongo,73598.75516,3402.646485,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,13615.04175,0,0,0,0
208,Playa Puerto Coyote,1334.946495,148.634225,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,11333.49385,486.857477,0,0,0
209,Puente rio Coyote,25977.6006,1195.365851,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-0.33,-0.33,-0.04125,10794.92857,27.548734,146.9459651,0,0
210,La Trocha,185301.3646,3542.835248,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.22,-0.22,-0.0275,11237.63193,282.962598,67.98767316,0,0
211,Coyote Centro,39808.98292,1585.411499,1,0,0,0,1,1,0,0,0,0,0,0,0,1,-0.22,0.78,0.0975,10531.61493,48.233718,-225.9031403,1316.451867,0.5024810284
212,Javier Herrera,26972.18669,941.773738,1,0,0,0,1,1,0,0,0,0,0,0,0,1,-0.22,0.78,0.0975,11499.3373,908.172832,-246.660785,1437.417162,0.5486526868
213,El Orgullo,57425.80543,2211.719136,1,0,0,0,1,1,0,0,0,0,0,0,0,1,-0.22,0.78,0.0975,11871.56258,1323.015557,-254.6450173,1483.945322,0.56641218
214,Platanillo,28013.45428,995.17953,1,0,0,0,1,0,0,0,0,0,0,1,0,1,-0.22,0.78,0.0975,11979.6681,1336.81925,-256.9638808,1497.458513,0.571570076
215,Platanillo 2,45215.7268,1913.100544,1,0,0,0,1,0,0,0,0,0,0,1,0,1,-0.22,0.78,0.0975,11964.02737,1345.395393,-256.628387,1495.503421,0.5708238302
216,Carlos Luis Solorzano,204983.0868,4260.585283,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.11,0.89,0.11125,12262.53652,1749.919138,-150.0627907,766.4085324,0.2925331015
217,Playa Coyote,448304.5204,4480.506579,0,0,0,0,1,1,0,0,1,1,0,0,0,0,-0.44,-0.44,-0.055,7960.488899,89.71882,192.6438314,0,0
218,Hacienda La Javilla 1,21479.73377,835.210387,1,0,0,0,1,1,0,0,0,0,0,0,0,1,-0.22,0.78,0.0975,6949.549592,0,-149.0678387,868.693699,0.3315746775
219,Hacienda La Javilla 2 (Playa San Miguel),312981.7018,323010.9818,0,0,0,0,1,1,0,0,1,1,0,0,0,0,-0.44,-0.44,-0.055,4588.829865,26.10657,111.0496827,0,0
220,Pilas de Bejuco,1640450.733,14647.16379,1,0,0,0,1,1,0,0,0,0,0,0,0,1,-0.22,0.78,0.0975,1478.754455,0,-31.71928306,184.8443069,0.0705538575
221,Corozalito,230975.392,3008.849966,0,0,0,0,1,1,0,0,1,0,0,0,0,0,-0.33,-0.33,-0.04125,5035.908912,9.86967,68.55131006,0,0
222,Camaronal,47144.16275,1136.987079,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.11,0.89,0.11125,2799.856637,482.365235,-34.2632456,174.9910398,0.0667929302
223,El Carmen,35063.22022,1270.215467,0,1,0,0,1,1,0,0,0,0,0,0,0,0,-0.12,-0.12,-0.015,4057.071525,0,7.302728745,507.1339406,0.1935696932
224,La Roxana,89922.86568,2926.733258,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.33,-0.33,-0.04125,2188.390742,328.874596,29.78946898,0,0
225,Comanche,22686.69225,1095.091556,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-0.33,-0.33,-0.04125,3507.28554,1271.759835,47.74292441,0,0
226,Comanche 2,2416.852228,617.549679,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-0.22,-0.22,-0.0275,3808.468337,962.765509,23.04123344,0,0
227,Pozuelo,421515.9875,3846.301856,1,0,0,0,1,1,0,0,0,0,0,0,0,1,-0.22,0.78,0.0975,3419.38179,2371.195253,-73.3457394,427.4227238,0.1631444455
228,Palmichal (Los Jilgueros) 1,32112.92551,32112.92551,0,0,0,1,1,0,0,0,1,1,0,0,0,0,-0.44,-0.44,-0.055,2237.058584,1331.476749,54.13681773,0,0
229,Pedro Molina,21386.19993,1518.946708,1,0,0,0,1,1,0,0,0,0,0,0,0,1,-0.22,0.78,0.0975,1449.499432,1438.308462,-31.09176282,181.187429,0.06915805124
230,Camaronera Cangelito 1,174360.1069,2643.122556,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,5476.268306,2841.446723,0,342.2667691,0.1306409771
231,Camaronera Cangelito 2,76615.58324,1535.944188,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,6378.061212,3173.631989,0,398.6288258,0.1521540038
232,Laguna Concava,27734.37551,922.771134,0,0,0,0,1,1,0,0,1,0,0,0,0,0,-0.33,-0.33,-0.04125,878.999903,1015.311059,11.96538618,0,0
233,Laguna Dona Ana,11395.23148,435.100839,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,588.19547,786.57863,0,36.76221688,0.01403189665
234,Laguna Concava 2,10677.71091,400.887807,0,0,0,0,1,1,0,1,0,0,0,0,0,0,-0.22,-0.22,-0.0275,1295.628677,863.265347,7.838553496,0,0
235,Charrarra,5279.479921,293.189499,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,2741.945391,626.53782,0,0,0
236,Embalse Cachi,2825456.907,19273.63302,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,851.225449,11.118727,0,53.20159056,0.02030669758
237,Embalse Birris,28524.52442,714.866299,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,2284.773147,17.543424,0,142.7983217,0.0545051812
238,Laguna la Ensenanza,16157.45049,948.851339,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.11,0.89,0.11125,972.906317,618.067268,-11.90594105,60.80664481,0.02320949682
239,Uvital,58104.7859,1573.694684,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,6169.269284,5683.469824,0,385.5793303,0.1471730971
240,Muro Sur,43315.77093,958.166968,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,6374.847241,5827.064006,0,398.4279526,0.1520773318
241,Poza Ballena,14030.16632,978.462867,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.11,0.89,0.11125,1070.4683,789.161632,-13.09985582,66.90426875,0.02553691982
242,Poza Ballena (Lacustre),15537.85507,970.871295,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.11,0.89,0.11125,970.257684,878.726978,-11.87352841,60.64110525,0.02314631146
243,Finca Piragua,2158842.346,7119.342395,0,0,0,1,1,0,0,0,0,0,0,1,0,0,-0.33,-0.33,-0.04125,4965.648559,2176.95478,67.59489101,0,0
244,Palmira 1,3313.457772,442.698603,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.11,0.89,0.11125,3128.694567,2985.152355,-38.28739976,195.5434104,0.07463763503
245,Palmira 2,9011.834046,440.922424,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-0.22,-0.22,-0.0275,3324.662898,3164.332839,20.11421053,0,0
246,Calle El Empalado,554.472173,99.200305,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,4538.709775,3438.153893,0,0,0
247,Calle El Empalado 2,486.567474,101.190136,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,4831.871489,3625.627673,0,0,0
248,Laguna de Hule,565858.5277,4073.542904,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,3555.402732,1874.35272,0,0,0
249,Laguna Bosque Alegre,22307.12037,771.899033,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,4610.608916,2537.072805,0,0,0
250,Laguna Congo,148964.0662,2865.460648,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,3907.270508,2296.741461,0,0,0
251,Laguna Maria Aguilar,27499.14248,700.791426,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,1953.329397,42.358603,0,0,0
252,Nueva Cinchona,872.888361,220.606519,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,4913.537016,961.703595,0,307.0960635,0.1172165498
253,Laguna Rio Cuarto (Kopper),339572.8656,2513.064596,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,1081.815984,887.002293,0,0,0
254,Embalse Rio Cuarto,5448.041837,270.126686,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,2509.488622,78.579434,0,156.8430389,0.05986595747
255,Entrada Rio Segundo,2511.921372,424.033126,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-0.22,-0.22,-0.0275,1694.194599,680.480516,10.24987732,0,0
256,Laguna Botos,110799.7172,1287.013223,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,7579.433412,706.454247,0,0,0
257,Cerro Redondo,1123.37622,149.93724,1,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.11,0.89,0.11125,3398.793005,1694.687204,-41.5927294,212.4245628,0.08108105999
258,La Olla,5320.633973,869.439392,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.11,0.89,0.11125,1667.003128,894.489359,-20.39995078,104.1876955,0.03976775885
259,Corazon de Jesus 2,24876.65499,786.811421,1,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.11,0.89,0.11125,6358.934227,1.337524,-77.8174576,397.4333892,0.1516977135
260,Corazon de Jesus 3,7574.608163,477.275019,1,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.11,0.89,0.11125,6576.601988,145.010885,-80.48116683,411.0376243,0.1568903606
261,Yolillal,17071.63784,825.576292,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.22,-0.22,-0.0275,6311.639526,1315.369839,38.18541913,0,0
262,Yolillal,476845.9231,6893.926809,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.22,-0.22,-0.0275,5389.2357,942.071978,32.60487599,0,0
263,Yolillal,124372.5554,4437.971795,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.22,-0.22,-0.0275,6057.027577,202.257398,36.64501684,0,0
264,Corazon de Jesus 4,1382773.401,17659.57854,1,0,0,1,1,0,0,0,0,0,0,0,0,1,-0.22,0.78,0.0975,5545.464638,6.739405,-118.9502165,693.1830798,0.2645834273
265,Corazon de Jesus,101328.6145,3737.503014,1,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.11,0.89,0.11125,6278.628748,9.339385,-76.8347193,392.4142968,0.1497819589
266,San Jorge (Palustre),39538.04405,1459.228512,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,5649.277476,16.256573,0,0,0
267,San Jorge (lacustre),10591.95218,539.439337,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,5758.054016,5.442162,0,359.878376,0.1373632117
268,San Jorge 2 (lacustre),5529.212763,653.593961,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,5384.754284,10.571367,0,0,0
269,San Jorge 2 (palustre),433744.6382,11154.26947,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,3979.751513,0,0,0,0
270,Barrio La Ceiba,4526.500733,679.190314,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,4655.111883,0,0,0,0
271,Barrio La Ceiba 2,26918.94396,1044.530218,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,3654.610195,0,0,0,0
272,Laguna San Marcos,12274.05007,664.229149,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,5758.5122,51.992274,0,0,0
273,Laguna Bellavista,7057.347865,1007.658456,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,9440.923422,12.525246,0,0,0
274,Palustre San Pedro,4279.401179,500.940029,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,10721.73072,0,0,0,0
275,San Marcos (palustre),9028.873181,844.116379,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,14124.78681,1220.07151,0,0,0
276,Lacustre San Marcos,1220.610935,266.176577,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,14149.95568,1251.51468,0,0,0
277,Los Almendros,2205.80646,224.510022,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,16624.08209,3903.301577,0,0,0
278,San Juan de Aguas Zarcas,6529.923602,603.281758,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,17174.67319,4503.756927,0,0,0
279,Castelmare (lacustre),4581.93219,574.146124,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,18847.70124,1543.434796,0,0,0
280,Castelmare 1 (palustre),3058.447821,244.483456,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,18902.74505,1562.027855,0,0,0
281,Castelmare 2 (palustre),7533.21472,628.719758,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,18769.01982,1340.134542,0,0,0
282,Castelmare 3,6641.367996,739.007463,0,0,0,1,1,0,0,0,1,0,0,0,0,0,-0.33,-0.33,-0.04125,16421.32571,0,223.5352962,0,0
283,El Zaino,7500.12001,462.294761,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,10502.17893,15.420399,0,0,0
284,La Legua,13370.45442,666.191845,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.11,0.89,0.11125,8193.77287,25.9976,-100.2712955,512.1108044,0.1954693294
285,La Legua 2,7035.281365,418.121791,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.11,0.89,0.11125,7589.586798,12.186222,-92.87756844,474.3491749,0.1810559636
286,Cuatro Esquinas,92162.17992,3211.651819,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,1799.050343,42.777533,0,0,0
287,Laguna Basurita,126534.1276,2529.061583,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.11,0.89,0.11125,7003.727274,14.098114,-85.70811252,437.7329546,0.1670797929
288,Playa Cuajiniquil,1176.995272,152.048222,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,1959.935532,622.521488,0,0,0
289,Ganaderia Sensacion,1421.073104,165.685454,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-0.11,-0.11,-0.01375,1319.671314,482.168799,1.996002862,0,0
290,Lourdes 2,25177.65078,1301.441598,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-0.22,-0.22,-0.0275,2960.032436,142.256398,17.90819624,0,0
291,Madrigal,1047.500207,149.590761,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-0.22,-0.22,-0.0275,5312.900888,5967.69606,32.14305037,0,0
292,El Gringo 1,7300.922184,643.045563,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.01,-0.01,-0.00125,5082.912043,4005.026011,0.06353640054,635.3640054,0.2425142665
293,El Gringo 2,4922.84431,351.24869,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.01,-0.01,-0.00125,5130.65278,4110.315529,0.06413315975,641.3315975,0.2447920572
294,Metaponto 3,46416.57939,2541.553349,0,0,0,0,1,1,0,0,0,1,0,0,0,0,-0.33,-0.33,-0.04125,1952.182049,0,26.57407814,0,0
295,Corralillo,3242.896057,340.033168,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.22,-0.22,-0.0275,6631.006518,52.734373,40.11758943,0,0
296,Caballito,6142.208676,384.93089,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.11,0.89,0.11125,8312.575941,407.487732,-101.7251481,519.5359963,0.1983034764
297,Millal,37099.09828,1712.812286,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.22,-0.22,-0.0275,3002.543565,0,18.16538857,0,0
298,Camaronera La Jimenez  2,41825.16978,33659.49749,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,5408.275675,4334.09875,0,338.0172297,0.1290189558
299,Camaronera Tempisque 1,29805.40983,842.005433,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,5617.815589,5019.713784,0,351.1134743,0.1340177063
300,Marvin Medina,27250.92712,642.852847,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-0.11,-0.11,-0.01375,5545.40678,4617.032978,8.387427755,0,0
301,Los Trejos,7173.150597,410.118259,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.11,0.89,0.11125,5792.925163,5391.623601,-70.89092168,362.0578227,0.1381950922
302,Camaronera La Botija,61673.06501,1266.732263,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,5128.265115,2537.81813,0,320.5165697,0.1223390688
303,El Morote,14933.76295,541.420908,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.11,0.89,0.11125,4110.024568,334.31196,-50.29642565,256.8765355,0.09804808591
304,Camaronera El Morote,184836.0272,2209.112634,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,7759.196906,2473.289995,0,484.9498066,0.185102155
305,Camaronera El Chino,23267.94931,626.024842,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,9093.492716,2705.939788,0,568.3432948,0.2169329016
306,Camaronera Beula de Puerto Jesus 1,39367.0347,8364.280349,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,8324.756237,2500.574089,0,520.2972648,0.1985940476
307,Esterones (Ever Caravaca),9935.556832,617.913945,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-0.22,-0.22,-0.0275,4165.851189,895.107892,25.20339969,0,0
308,Esterones,387576.4381,679.044204,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,3068.865145,7.23778,4.641658532,0,0
309,Barco Quebrado,48281.81815,971.259066,1,0,0,0,1,0,0,0,1,0,0,0,0,1,-0.22,0.78,0.0975,6851.338689,145.174376,-146.9612149,856.4173361,0.3268888705
310,Ubaldo Rodriguez,5842.48063,427.260615,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.11,0.89,0.11125,7648.136028,5.644016,-93.59406464,478.0085018,0.1824527046
311,Brian Bombar,86796.75052,1877.446027,0,0,0,1,1,0,0,0,0,0,0,1,0,0,-0.33,-0.33,-0.04125,7752.993464,3.095394,105.5376235,0,0
312,Garza,226783.4883,2273.45383,0,0,0,0,1,0,0,1,0,0,0,1,0,0,-0.22,-0.22,-0.0275,7422.371375,3.375958,44.90534682,0,0
313,Playa Guiones,33873.60816,800.107746,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.22,-0.22,-0.0275,6154.48042,8.203439,37.23460654,0,0
314,Playa Guiones 2,391106.3788,4986.745341,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.11,-0.11,-0.01375,5105.847105,47.538194,7.722593746,0,0
315,Pista de Aterrizaje Giro,64989.09891,1083.659086,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-0.22,-0.22,-0.0275,2900.353995,0.157295,17.54714167,0,0
316,Cristina Castillo,288024.5991,1859.54257,1,0,0,0,1,1,0,0,0,0,0,0,0,1,-0.22,0.78,0.0975,1225.723779,5.672763,-26.29177506,153.2154724,0.05848133917
317,Cantarrana,60981.22116,1362.964108,0,0,0,0,0,1,0,0,1,1,0,0,0,0,-0.33,-0.33,-0.04125,805.047506,5.884853,10.95870918,0,0
318,Matapalo,5033.019638,422.696789,0,0,0,1,0,1,0,0,1,1,0,0,0,0,-0.44,-0.44,-0.055,1455.084586,171.493836,35.21304698,0,0
319,Malanoche,1917.454239,220.01093,0,0,0,1,0,1,1,0,1,1,0,0,0,0,-0.55,-0.55,-0.06875,1944.367027,186.288745,73.52137821,0,0
320,Pinilla 8,6450.293219,348.433117,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-0.11,-0.11,-0.01375,7455.09752,5943.818424,11.275835,0,0
321,Pinilla 9,14109.48275,531.068965,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-0.11,-0.11,-0.01375,7401.448155,5863.777926,11.19469033,0,0
322,Pinilla 3,64794.42313,1225.272301,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,4842.452414,3277.306624,0,0,0
323,Pinilla 4,175562.0175,2668.233514,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,4532.524524,2732.842659,0,0,0
